"Fecha","WTI","JPM_Dollar_Index","VIX_Index","OPEP_TOTPROD","OPEP_TOTDEM","TBILL_10YR","TBILL_1YR"
"jul-03",3.4522073025699,87.535,18.63,27.06,78.6,3.98,1.12
"ago-03",3.37416870927424,89.251,22.72,27.35,81,4.45,1.31
"sep-03",3.37108175775753,89.684,16.1,27.84,81.9,4.27,1.24
"oct-03",3.41477150168927,89.886,16.32,28.18,80,4.29,1.25
"nov-03",3.48185528467961,91.555,18.31,28.2,84,4.3,1.34
"dic-03",3.4980215662977,91.59,16.63,28.08,82.5,4.27,1.31
"ene-04",3.58795353552398,92.341,14.55,28.03,83.7,4.15,1.24
"feb-04",3.57682995030531,93.005,16.74,28.45,82.9,4.08,1.24
"mar-04",3.62113580202742,90.628,17.19,28.2,81.9,3.83,1.19
"abr-04",3.68587494509364,89.92,15.5,28.56,79.8,4.35,1.43
"may-04",3.6122683517421,89.745,14.34,29.29,82.5,4.72,1.78
"jun-04",3.7796338173824,90.076,15.32,29.56,82.4,4.73,2.12
"jul-04",3.74052268726577,90.036,15.29,29.92,82,4.5,2.1
"ago-04",3.90479696033641,91.265,13.34,30.46,82,4.28,2.02
"sep-04",3.94661765019264,92.046,16.27,30.54,82.2,4.13,2.12
"oct-04",3.89446984618056,94.923,13.24,30,83.8,4.1,2.23
"nov-04",3.7716108517114,97.06,13.29,29.81,85.1,4.19,2.5
"dic-04",3.87535902105655,95.864,12.82,29.363,82.6,4.23,2.67
"ene-05",3.94642443214548,97.393,12.08,29.682,85.1,4.22,2.86
"feb-05",4.01457959375324,95.137,14.02,29.79,84.9,4.17,3.03
"mar-05",3.90640726664251,95.755,15.31,29.93,82.7,4.5,3.3
"abr-05",3.95066662902035,95.113,13.29,29.95,81.4,4.34,3.32
"may-05",4.0342406381524,95.655,12.04,30.006,84.7,4.14,3.33
"jun-05",4.10379972099286,96.475,11.57,30.3,82.7,4,3.36
"jul-05",4.23323656108872,96.697,12.6,30.41,84.7,4.18,3.64
"ago-05",4.193284510077,97.489,11.92,30.46,83,4.26,3.87
"sep-05",4.09033654082456,96.263,15.32,30.22,81.5,4.2,3.85
"oct-05",4.04864960295997,96.958,12.06,29.905,84.6,4.46,4.18
"nov-05",4.1115293869762,97.057,12.07,29.905,86.5,4.54,4.33
"dic-05",4.21833054200309,98.956,12.95,29.49,83.6,4.47,4.35
"ene-06",4.11757268834131,98.952,12.34,29.865,85.8,4.42,4.45
"feb-06",4.19915492657445,98.136,11.39,29.79,85.3,4.57,4.68
"mar-06",4.27499806191536,99.478,11.59,29.645,82.3,4.72,4.77
"abr-06",4.26675606512954,96.025,16.44,29.655,83.1,4.99,4.9
"may-06",4.30311869956901,94.983,13.08,29.85,85.3,5.11,5
"jun-06",4.30945594183905,96.466,14.95,29.91,83.8,5.11,5.16
"jul-06",4.25220264683768,96.622,12.31,29.82,85.3,5.09,5.22
"ago-06",4.14170513358194,95.465,11.98,29.605,84.2,4.88,5.08
"sep-06",4.07295066953443,97.674,11.1,29.37,83.8,4.72,4.97
"oct-06",4.14519609237953,98.286,10.91,28.86,85.6,4.73,5.01
"nov-06",4.11169320055671,99.317,11.56,28.695,86.1,4.6,5.01
"dic-06",4.06285389513073,98.304,10.42,29.97,83.6,4.56,4.94
"ene-07",4.12374153907289,98.764,15.42,30.07,85.6,4.76,5.06
"feb-07",4.1876831026526,99.997,14.64,29.95,85.8,4.72,5.05
"mar-07",4.18525112090978,102.125,14.22,30.325,84.7,4.56,4.92
"abr-07",4.15903932115391,102.332,13.05,30.015,85.2,4.69,4.93
"may-07",4.2581626474515,103.02,16.23,30.035,85.7,4.75,4.91
"jun-07",4.35939751661352,103.845,23.52,30.4,85.5,5.1,4.96
"jul-07",4.3046054877053,102.624,23.38,30.345,86.2,5,4.96
"ago-07",4.40256428589143,106.019,18,30.665,85.1,4.67,4.47
"sep-07",4.54891724443729,108.827,18.53,31.26,86.2,4.52,4.14
"oct-07",4.4853726225325,107.996,22.87,31.7,87.2,4.53,4.1
"nov-07",4.5641398364301,108.337,22.5,32,86.8,4.15,3.5
"dic-07",4.51906748693468,108.851,26.2,32.2,86,4.1,3.26
"ene-08",4.62340295424915,109.607,26.54,32.435,88,3.74,2.71
"feb-08",4.6208466653731,109.334,25.61,32.425,86.1,3.74,2.05
"mar-08",4.73145035189842,110.294,20.79,31.98,86.8,3.51,1.54
"abr-08",4.84693920142547,110.681,17.83,32.2,85.7,3.68,1.74
"may-08",4.9416424226093,110.194,23.95,32.59,85.4,3.88,2.06
"jun-08",4.82092651886828,112.428,22.94,32.775,86.5,4.1,2.42
"jul-08",4.74892414963279,108.814,20.65,32.615,84.5,4.01,2.28
"ago-08",4.61154979295213,102.457,39.39,32.25,84.2,3.89,2.18
"sep-08",4.21670967669575,87.98,59.89,32.075,85.8,3.69,1.91
"oct-08",3.99691547244611,89.717,55.28,31.11,83.9,3.81,1.42
"nov-08",3.79773385902602,91.269,40,29.615,85.5,3.53,1.07
"dic-08",3.73002139744511,86.612,44.84,28.545,84.5,2.42,0.49
"ene-09",3.80131488344372,85.285,46.35,27.74,84.4,2.52,0.44
"feb-09",3.90519978008002,87.754,44.14,27.665,84.6,2.87,0.62
"mar-09",3.93417581006928,90.595,36.5,27.745,84.4,2.82,0.64
"abr-09",4.19434071538078,95.411,28.92,28.175,83.1,2.93,0.55
"may-09",4.24692257748904,96.56,26.35,28.345,84.7,3.29,0.5
"jun-09",4.24060706920035,97.111,25.92,28.485,84.6,3.72,0.51
"jul-09",4.2479236501504,96.219,26.01,28.445,84.2,3.56,0.48
"ago-09",4.25717177752826,98.166,25.61,28.68,85.2,3.59,0.46
"sep-09",4.34380542185368,99.465,30.69,28.79,85.6,3.4,0.4
"oct-09",4.34743518990426,101.301,24.51,28.9,85,3.39,0.37
"nov-09",4.37399446297662,99.844,21.68,29,86.9,3.4,0.31
"dic-09",4.28895145539412,98.537,24.62,29.045,85.4,3.59,0.37
"ene-10",4.3777675777535,98.419,19.5,29.235,88.6,3.73,0.35
"feb-10",4.42795556656228,100.181,17.59,29.165,87.6,3.69,0.35
"mar-10",4.45608996297394,101.334,22.05,29.185,87.2,3.73,0.4
"abr-10",4.30365960559978,97.02,32.07,29.387,86,3.85,0.45
"may-10",4.32585302986794,96.322,34.54,29.16,90.2,3.42,0.37
"jun-10",4.36881474070165,99.145,23.5,29.225,89,3.2,0.32
"jul-10",4.27555439016337,98.355,26.05,29.2,89.9,3.01,0.29
"ago-10",4.3816515643438,102.709,23.7,28.945,90.6,2.7,0.26
"sep-10",4.39974375547904,103.015,21.2,29.13,89.2,2.65,0.26
"oct-10",4.43212546597435,100.892,23.54,29.05,90.1,2.54,0.23
"nov-10",4.51502663613513,103.341,17.75,29.185,91.8,2.76,0.25
"dic-10",4.5238516648105,102.6,19.53,29.395,88,3.29,0.29
"ene-11",4.57440165231646,104.028,18.35,29.385,90.5,3.39,0.27
"feb-11",4.67020858216731,105.633,17.74,28.522,88.6,3.58,0.29
"mar-11",4.73558422471002,108.634,14.75,28.73,87.2,3.41,0.26
"abr-11",4.63181211693451,106.844,15.45,28.895,87.1,3.46,0.25
"may-11",4.55828820008796,106.905,16.52,29.32,90,3.17,0.19
"jun-11",4.56121829845891,107.233,25.25,29.94,89.5,3,0.18
"jul-11",4.48649925627041,104.815,31.62,29.978,91.2,3,0.19
"ago-11",4.37197629882038,96.341,42.96,30.015,90.4,2.3,0.11
"sep-11",4.53464041979756,99.765,29.96,29.965,89.7,1.98,0.1
"oct-11",4.60876372149822,95.088,27.8,30.49,90.9,2.15,0.11
"nov-11",4.59340120238809,93.345,23.4,30.712,91.6,2.01,0.11
"dic-11",4.5898534818762,98.653,19.44,30.79,88.9,1.98,0.12
"ene-12",4.67348282617018,100.74,18.43,31.11,91.8,1.97,0.12
"feb-12",4.63492314413744,98.439,15.5,31.095,89.2,1.97,0.16
"mar-12",4.65272148784631,97.949,17.15,31.565,88.7,2.17,0.19
"abr-12",4.46049117461865,91.266,24.06,31.61,89.7,2.05,0.18
"may-12",4.44218055749363,93.45,17.08,31.538,91.4,1.8,0.19
"jun-12",4.47801840032761,94.479,18.93,31.603,91,1.62,0.19
"jul-12",4.56923207918246,94.188,17.47,31.983,92,1.53,0.19
"ago-12",4.5238516648105,96.31,15.73,31.719,90.9,1.68,0.18
"sep-12",4.45713410716069,95.397,18.6,31.372,92.9,1.72,0.18
"oct-12",4.48762462213305,95.179,15.87,31.034,93.3,1.75,0.18
"nov-12",4.51983013882108,95.694,18.02,30.482,92.3,1.65,0.18
"dic-12",4.57974980864118,96.561,14.28,30.142,92.3,1.72,0.16
"ene-13",4.52233190767909,95.783,15.51,30.164,92.5,1.91,0.15
"feb-13",4.57707930582157,94.954,12.7,30.294,90.3,1.98,0.16
"mar-13",4.53753353727228,95.916,13.52,30.476,91.6,1.96,0.15
"abr-13",4.52146243691461,92.104,16.3,30.594,91.3,1.76,0.12
"may-13",4.57016457678928,90.575,16.86,30.577,93,1.93,0.12
"jun-13",4.65424602363468,89.927,13.45,30.594,93.8,2.3,0.14
"jul-13",4.67888522381037,87.625,17.01,30.709,93.3,2.58,0.12
"ago-13",4.62820288509866,89.897,16.6,30.253,92.4,2.74,0.13
"sep-13",4.56829871121219,90.875,13.75,29.922,93.3,2.81,0.12
"oct-13",4.5295841990315,88.87,13.7,29.658,93.8,2.62,0.12
"nov-13",4.58924403543783,88.491,13.72,29.919,93.1,2.72,0.12
"dic-13",4.57974980864118,85.387,18.41,29.768,91.8,2.9,0.13
"ene-14",4.63074046209962,86.445,14,30.29,94.4,2.86,0.12
"feb-14",4.6208466653731,87.802,13.88,30.045,91.9,2.71,0.12
"mar-14",4.60256680011798,87.723,13.41,29.793,93,2.72,0.13
"abr-14",4.63190948317771,88.652,11.4,29.825,91.3,2.71,0.11
"may-14",4.65747796561144,88.494,11.57,30.206,94.2,2.56,0.1
"jun-14",4.58670066970443,86.919,16.95,30.022,93.6,2.6,0.1
"jul-14",4.56393143797149,86.35,11.98,30.402,93.7,2.54,0.11
"ago-14",4.51261620437748,83.249,16.31,30.801,93.6,2.42,0.11
"sep-14",4.38875395542331,83.535,14.03,30.864,94.3,2.53,0.11
"oct-14",4.19192489056096,81.053,13.33,30.241,93.3,2.3,0.1
"nov-14",3.97537332092891,77.749,19.2,30.302,95.9,2.33,0.13
"dic-14",3.87618855241893,75.505,20.97,30.285,93.4,2.21,0.21
"ene-15",3.90721144843092,75.705,13.34,30.428,95.8,1.88,0.2
"feb-15",3.86283276123737,73.99,15.29,31.176,94,1.98,0.22
"mar-15",4.08815880313501,75.847,14.55,31.392,94.4,2.04,0.25
"abr-15",4.09933210373314,74.495,13.84,31.27,92.8,1.94,0.23
"may-15",4.0854719837185,73.863,18.23,32.349,97,2.2,0.24
"jun-15",3.85269753934333,71.449,12.12,32.088,96.4,2.36,0.28
"jul-15",3.89589362349826,68.291,28.43,32.161,96.8,2.32,0.3
"ago-15",3.80866049243299,67.375,24.5,32.017,96.5,2.17,0.38
"sep-15",3.84138592582871,68.371,15.07,32.034,96.6,2.17,0.37
"oct-15",3.72930136861285,67.068,16.13,32.001,95.2,2.07,0.26
"nov-15",3.61199840977798,65.638,18.21,32.945,97.7,2.26,0.48
"dic-15",3.51512112798047,64.465,20.2,32.839,95.1,2.24,0.65
"ene-16",3.51898041731854,64.839,20.55,32.596,97.7,2.09,0.54
"feb-16",3.6464937376175,68.553,13.95,32.343,96.2,1.78,0.53
"mar-16",3.82690075201131,69.545,15.7,32.71,96.1,1.89,0.66
"abr-16",3.89385903480047,66.735,14.19,32.52,94.9,1.81,0.56
"may-16",3.87805248585699,68.557,15.63,33.11,97.6,1.81,0.59
"jun-16",3.72810016726722,68.425,11.87,33.57,96.1,1.64,0.55
"jul-16",3.79997350161952,67.987,13.42,33.58,98.9,1.5,0.51
"ago-16",3.87618855241893,68.503,13.29,33.85,96.7,1.56,0.57
"sep-16",3.84716443307965,68.502,17.06,33.96,97.1,1.63,0.59
"oct-16",3.90075981314944,65.502,13.33,34.14,97.1,1.76,0.66
"nov-16",3.98378537165504,66.012,14.04,33.14,98.2,2.14,0.74
"dic-16",3.96670056671884,66.748,11.99,32.23,96.3,2.49,0.87
"ene-17",3.9891692146048,67.758,12.92,32.295,97.6,2.43,0.83
"feb-17",3.92395157629342,68.16,12.37,31.935,97.7,2.42,0.82
"mar-17",3.89853241524565,68.213,10.82,31.895,96.6,2.48,1.01
"abr-17",3.87784555362656,68.608,10.41,32.29,97.9,2.3,1.04
"may-17",3.82951058385368,68.729,11.18,32.66,100.5,2.3,1.12
"jun-17",3.91541723849616,69.793,10.26,32.85,98,2.19,1.2
"jul-17",3.85502928390803,70.566,10.59,32.71,99.6,2.32,1.22
"ago-17",3.94487734229909,69.557,9.51,32.77,99.1,2.21,1.23
"sep-17",3.99599643920432,68.236,10.18,32.55,99.5,2.2,1.28
"oct-17",4.05004430332552,68.67,11.28,32.47,100,2.36,1.4
"nov-17",4.10132017595853,69.711,11.04,32.38,98.8,2.35,1.56
"dic-17",4.17022477255742,71.676,13.54,32.36,98.7,2.4,1.7
"ene-18",4.12131101045192,70.977,19.85,32.21,99.6,2.58,1.8
"feb-18",4.1734637666747,70.709,19.97,31.97,98.8,2.86,1.96
"mar-18",4.22785512129627,68.691,15.93,31.9,98.1,2.84,2.06
"abr-18",4.20528945617383,66.225,15.43,31.8,98.2,2.87,2.15
"may-18",4.30609006858394,64.595,16.09,32.3,100.6,2.98,2.27
"jun-18",4.23062218051465,65.203,12.83,32.32,100.5,2.91,2.33
"jul-18",4.24563400976833,60.911,12.86,32.8,101.3,2.89,2.39
"ago-18",4.29387824789718,62.178,12.12,32.9,99.4,2.89,2.45
"sep-18",4.17914516391457,61.434,21.23,33.33,100.8,3,2.56
